       EEG1       EEG2       EEG3       EEG4
      -51.5      -55.4        6.9       -6.3
      -58.9      -58.3        3.6       -9.9
      -63.0      -57.9        1.6      -12.0
      -63.8      -55.1        1.0      -13.1
      -64.5      -53.0        0.9      -13.9
      -69.0      -54.0        0.6      -14.8
      -75.9      -57.4        0.6      -13.8
      -80.3      -58.6        1.0       -9.3
      -78.9      -55.5        1.3       -2.6
      -73.0      -49.6        1.5        4.3
      -66.5      -43.3        1.4       10.1
      -61.5      -37.0        0.5       15.1
      -58.6      -31.3       -0.9       19.0
      -58.6      -27.5       -1.8       19.9
      -61.1      -26.4       -1.5       17.1
      -64.8      -27.5       -1.1       12.6
      -68.1      -30.1       -2.0        7.1
      -69.1      -32.8       -3.6        0.5
      -67.1      -34.0       -5.1       -5.5
      -63.9      -33.6       -6.9       -8.6
      -62.0      -32.8       -9.3       -8.8
      -62.9      -32.8      -11.9       -6.0
      -64.9      -33.5      -13.8       -1.6
      -66.1      -34.3      -14.1        1.1
      -66.8      -34.4      -13.1        1.9
      -67.6      -33.9      -12.5        2.1
      -68.9      -33.9      -14.1        2.9
      -69.1      -34.3      -16.9        4.3
      -66.0      -33.1      -17.1        5.4
      -59.3      -28.9      -12.5        6.9
      -52.8      -22.6       -4.6       10.1
      -49.8      -17.1        2.5       14.0
      -49.1      -13.4        6.8       16.6
      -48.1      -11.3        8.5       18.0
      -46.5      -10.9        8.3       19.1
      -45.0      -11.0        7.1       21.0
      -42.4      -10.5        7.3       23.8
      -37.0      -10.1        9.0       25.6
      -29.3       -9.8       10.4       24.5
      -21.4       -7.0        9.1       20.3
      -14.9       -0.9        5.1       15.9
      -10.9        5.9        0.6       13.6
      -10.3        9.0       -2.1       12.4
      -12.1        7.3       -1.6       11.3
      -14.4        2.4        1.6       12.0
      -15.3       -3.0        5.5       14.6
      -12.6       -6.5        8.6       16.6
       -5.4       -5.4       11.4       15.8
        3.8        1.3       14.4       13.0
       11.0       11.1       17.6       12.0
       15.8       21.4       20.3       14.0
       20.3       30.8       21.4       17.0
       27.4       39.6       21.1       20.1
       37.0       49.4       20.0       23.4
       45.8       58.9       18.0       25.9
       50.5       64.8       15.8       26.9
       51.4       65.8       14.3       25.9
       50.4       63.3       14.0       23.0
       49.4       58.8       15.1       19.1
       48.8       53.0       16.9       14.6
       49.0       46.6       18.9        9.5
       51.9       42.3       21.9        4.8
       58.5       43.1       25.6        2.1
       68.4       50.1       27.5        1.9
       80.4       60.9       26.0        2.4
       92.9       72.9       22.0        4.0
      102.6       83.0       17.1        8.0
      105.5       87.8       11.9       13.0
      101.0       87.1        7.0       16.5
       92.5       83.9        3.6       17.3
       83.9       80.1        2.6       16.3
       77.1       76.1        3.8       14.6
       72.0       70.4        5.9       12.4
       67.9       62.4        7.8        9.4
       64.6       53.9        8.0        5.8
       62.6       46.3        6.3        1.8
       62.3       40.6        3.8       -1.8
       63.1       38.5        2.4       -3.6
       64.3       40.5        2.4       -4.0
       65.3       44.5        3.4       -3.0
       66.5       47.6        4.6       -2.3
       67.5       48.6        5.4       -3.5
       67.4       48.9        5.1       -5.6
       65.8       48.6        3.9       -7.5
       62.3       46.9        1.9       -9.1
       56.4       43.8       -0.5      -10.3
       49.0       41.1       -2.9      -11.1
       42.5       39.9       -4.6      -12.1
       39.4       40.0       -5.5      -14.0
       40.3       41.3       -5.5      -16.5
       43.3       42.8       -5.4      -17.6
       45.5       42.3       -6.9      -16.0
       45.1       38.4      -11.3      -12.6
       43.9       33.3      -17.0       -9.1
       46.0       29.9      -21.8       -7.0
       53.3       29.4      -24.6       -6.9
       64.0       32.1      -25.3       -8.1
       74.8       38.0      -23.4       -9.4
       81.6       45.5      -20.6      -10.1
       82.5       51.3      -18.8      -12.4
       77.8       52.4      -18.4      -15.6
       69.4       48.9      -19.1      -17.0
       59.8       42.8      -20.3      -16.3
       51.0       36.0      -21.6      -15.5
       44.3       29.9      -23.0      -15.9
       39.4       25.6      -23.5      -16.9
       35.8       23.4      -23.0      -18.0
       33.4       22.0      -22.4      -18.9
       32.5       20.8      -21.6      -19.0
       33.0       19.3      -20.1      -17.9
       34.4       17.9      -18.3      -16.3
       36.5       17.9      -16.1      -15.9
       37.9       18.5      -13.3      -17.4
       36.1       17.1      -10.0      -18.6
       31.4       12.9       -7.6      -18.0
       24.9        7.0       -7.0      -15.6
       16.5        0.6       -8.6      -11.8
        8.3       -5.0      -11.5       -8.3
        3.9       -8.5      -13.9       -7.0
        4.4       -9.5      -14.6       -6.6
        8.1       -8.4      -14.3       -5.3
       12.3       -6.5      -13.6       -2.4
       14.0       -6.3      -12.9        0.5
       11.6       -9.5      -11.9        1.1
        4.9      -15.9      -10.8       -0.5
       -4.0      -22.9       -9.6       -3.0
      -11.6      -28.1       -8.3       -5.3
      -16.1      -31.0       -6.3       -6.3
      -18.1      -31.9       -3.9       -5.3
      -18.6      -31.0       -1.5       -3.4
      -18.3      -28.3        1.1       -1.9
      -17.1      -24.0        4.6       -0.3
      -15.5      -20.0        8.6        2.3
      -14.6      -17.8       11.6        5.6
      -16.9      -17.6       12.8        9.1
      -22.8      -19.4       12.6       12.3
      -29.6      -22.5       11.6       14.5
      -34.0      -25.3        9.5       16.3
      -34.8      -26.1        6.4       17.4
      -33.3      -25.1        3.9       16.9
      -31.0      -23.4        3.9       16.1
      -30.8      -23.4        6.4       17.0
      -34.3      -25.6       10.4       18.5
      -40.1      -27.9       14.4       18.8
      -46.1      -29.4       16.4       17.3
      -50.3      -30.6       15.4       14.6
      -51.0      -30.4       12.4       11.3
      -48.4      -26.9       10.1        6.8
      -44.0      -21.8        9.8        2.6
      -40.1      -18.1       10.4        0.9
      -38.8      -16.9       11.0        1.9
      -40.6      -16.6       11.8        4.6
      -44.9      -15.9       12.8        8.9
      -49.6      -15.8       13.6       14.3
      -53.0      -17.8       13.9       18.0
      -53.6      -21.3       13.4       17.4
      -52.1      -25.0       12.3       14.0
      -50.0      -28.6       11.0       11.1
      -48.1      -31.5        9.9        9.8
      -47.0      -33.5        7.6        9.3
      -47.0      -34.6        4.0        8.9
      -46.6      -33.8        0.4        8.5
      -44.9      -30.5       -2.8        9.0
      -42.3      -27.5       -5.5       10.9
      -40.6      -27.8       -7.8       13.4
      -40.6      -29.9       -8.4       15.1
      -41.0      -30.4       -6.5       15.3
      -40.8      -27.8       -4.0       13.6
      -39.5      -22.3       -2.0       11.3
      -36.3      -15.5        0.5        8.4
      -31.5       -9.8        3.6        4.9
      -27.0       -6.9        6.4        1.4
      -23.8       -7.0        7.6       -0.6
      -21.3       -8.6        7.4       -0.8
      -19.6      -10.1        6.3       -1.0
      -19.3      -10.8        4.5       -2.3
      -19.4      -10.6        2.3       -3.6
      -19.0       -9.3       -0.1       -4.1
      -18.1       -5.6       -2.5       -3.0
      -15.9       -0.6       -4.6       -1.0
      -11.3        2.5       -5.8        0.1
       -6.3        3.1       -5.4        0.0
       -3.4        2.8       -3.9       -0.4
       -2.9        1.9       -2.4        0.3
       -2.8        0.9       -1.0        1.5
       -2.1       -0.5        0.1        1.8
       -2.6       -2.5        0.6        0.1
       -4.5       -4.5        0.0       -1.9
       -6.0       -6.1       -1.3       -3.1
       -6.1       -6.8       -2.5       -3.9
       -5.6       -6.1       -3.4       -4.4
       -5.6       -5.3       -4.5       -3.3
       -5.9       -4.6       -6.4       -1.4
       -4.6       -2.9       -8.3       -1.5
       -0.8        1.6       -9.5       -2.9
        3.8        9.1      -10.9       -2.8
        6.4       17.5      -12.8       -0.8
        6.6       22.5      -14.0        1.8
        7.4       21.5      -12.5        3.4
        9.9       15.8       -8.1        3.8
       10.6        9.1       -3.9        2.9
        7.9        4.1       -2.3        0.5
        4.4        1.1       -2.5       -3.0
        2.4        0.6       -2.4       -6.5
        1.6        2.6       -1.1       -8.8
        1.0        5.3        0.1       -9.9
        1.5        7.0        0.3       -9.9
        5.3        7.9       -0.6       -8.9
       11.0        8.5       -2.4       -7.4
       15.5       10.1       -4.8       -5.4
       19.4       13.3       -6.9       -3.1
       23.6       16.0       -8.3       -1.8
       26.4       16.9       -8.5       -2.5
       24.8       16.4       -7.6       -3.9
       18.8       15.8       -6.6       -3.5
       11.8       15.1       -6.6       -2.4
        6.8       14.0       -7.3       -2.4
        4.5       12.6       -7.3       -4.1
        3.6       12.4       -6.1       -7.0
        3.1       13.3       -4.4       -9.9
        3.8       14.0       -2.9      -11.8
        5.8       14.4       -1.8      -12.5
        8.1       15.1       -0.6      -11.8
        9.3       16.8       -0.3       -9.1
        8.1       18.0       -1.5       -5.8
        6.5       17.5       -3.3       -3.1
        7.1       16.5       -3.8       -1.8
        9.8       17.1       -3.3       -1.9
       11.3       19.4       -3.1       -3.1
        9.8       20.5       -3.8       -4.0
        6.4       19.5       -4.0       -4.0
        3.8       17.6       -2.9       -4.4
        2.9       15.9       -0.6       -5.0
        4.3       14.4        1.9       -4.0
        7.5       13.5        4.0       -1.4
       11.6       14.4        5.1        1.1
       16.0       17.4        5.0        2.4
       21.3       21.1        4.3        2.9
       26.8       23.5        3.0        3.5
       28.8       22.8        0.6        4.3
       25.1       19.1       -2.1        4.6
       18.5       13.6       -3.3        5.0
       12.6        7.3       -2.3        4.9
        8.8        1.3       -0.3        3.4
        6.6       -3.4        2.1        0.0
        5.4       -5.9        4.5       -5.0
        5.1       -4.8        6.6      -10.1
        6.1        0.3        8.0      -13.5
        7.6        7.4        7.8      -15.4
        9.0       14.5        6.5      -16.3
       10.0       17.9        5.5      -14.9
       10.0       15.6        4.8      -11.3
        9.0       10.9        3.6       -7.3
        7.4        6.8        1.6       -4.5
        5.4        3.8       -0.9       -3.4
        3.6        2.3       -3.4       -3.6
        3.4        2.0       -4.9       -5.0
        5.3        2.6       -4.5       -7.1
        8.4        3.4       -2.6       -8.6
       10.5        2.1       -1.0       -8.3
       10.3       -1.6       -0.8       -6.5
        8.6       -6.1       -1.1       -4.3
        7.3       -9.8       -0.5       -1.8
        7.0      -12.1        2.4       -0.4
        7.5      -13.6        7.0       -1.3
        7.8      -14.3       11.3       -3.6
        7.6      -14.1       13.3       -7.3
        6.9      -14.0       12.6      -12.0
        4.3      -14.3       10.5      -15.3
        0.5      -14.3        8.3      -15.0
